;;Группа:;КИ22-20Б;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
РАСПИСАНИЕ УЧЕБНЫХ ЗАНЯТИЙ;;;;;;;"ФГАОУ ВО ""Сибирский федеральный университет""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Осенний семестр;2023-2024;года;;УТВЕРЖДАЮ __________________________;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Институт:;;ИКИТ;;;;;Ректор                             М.В. Румянцев;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Халтурин Е.А.;Халтурин Е.А.;Манушкина М.М.;;Латынцев А.А.;Латынцев А.А.;Космидис И.Ф.;Космидис И.Ф.;Слепченко Н.Н.;Шарова А.В.;;;Кошелева А.В.;Кошелева А.В.;;;;;;;;;;;;Даничев А.А.;Даничев А.А.;;;;;;
;;;;;;;;;;;пр. занятие;пр. занятие;пр. занятие;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;пр. занятие;пр. занятие;;;;;;;;;;;;пр. занятие;пр. занятие;;;;;;
;;;;;;;;;;;Корпус №17;Корпус №17;Корпус №17;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;Корпус №17;Корпус №17;;;;;;;;;;;;Корпус №17;Корпус №17;;;;;;
;;;;;;;;;;;4-12;4-12;5-12;;4-13;4-13;5-15;5-15;4-16;4-07;;;1-18;1-18;;;;;;;;;;;;3-21;3-21;;;;;;
;;;;;;;;;;;синхронно;синхронно;синхронно;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;синхронно;синхронно;;;;;;;;;;;;синхронно;синхронно;;;;;;
;;2;;;;;;;;;Теория алгоритмов;Теория алгоритмов;;Технологии личностного роста и социальных взаимодействий;Клиент-серверное программирование;Клиент-серверное программирование;Теория вероятности и математическая статистика;Теория вероятности и математическая статистика;Иностранный язык;Иностранный язык;;;Математическая логика и теория алгоритмов;Математическая логика и теория алгоритмов;;;;;;;;;;;;Теория и технология программирования;Теория и технология программирования;;;;;;
;;;;;;;;;;;Халтурин Е.А.;Халтурин Е.А.;;Манушкина М.М.;Латынцев А.А.;Латынцев А.А.;Космидис И.Ф.;Космидис И.Ф.;Слепченко Н.Н.;Шарова А.В.;;;Кошелева А.В.;Кошелева А.В.;;;;;;;;;;;;Даничев А.А.;Даничев А.А.;;;;;;
;;;;;;;;;;;пр. занятие;пр. занятие;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;пр. занятие;пр. занятие;;;;;;;;;;;;пр. занятие;пр. занятие;;;;;;
;;;;;;;;;;;Корпус №17;Корпус №17;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;Корпус №17;Корпус №17;;;;;;;;;;;;Корпус №17;Корпус №17;;;;;;
;;;;;;;;;;;4-12;4-12;;5-12;4-13;4-13;5-15;5-15;4-16;4-07;;;1-18;1-18;;;;;;;;;;;;3-21;3-21;;;;;;
;;;;;;;;;;;синхронно;синхронно;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;синхронно;синхронно;;;;;;;;;;;;синхронно;синхронно;;;;;;
;12.00 - 13.35;1;;;;;;;Прикладная физическая культура и спорт;Прикладная физическая культура и спорт;Иностранный язык;Иностранный язык;Теория алгоритмов;Теория алгоритмов;Технологии личностного роста и социальных взаимодействий;Технологии личностного роста и социальных взаимодействий;Клиент-серверное программирование;Клиент-серверное программирование;Математическая логика и теория алгоритмов;Математическая логика и теория алгоритмов;Математическая логика и теория алгоритмов;Математическая логика и теория алгоритмов;Математическая логика и теория алгоритмов;Математическая логика и теория алгоритмов;;Физика;Физика;Физика;Физика;;;Операционные системы;Операционные системы;Технологии личностного роста и социальных взаимодействий;Технологии личностного роста и социальных взаимодействий;Математическая логика и теория алгоритмов;Математическая логика и теория алгоритмов;Технология разработки программного обеспечения;Технология разработки программного обеспечения;;;;
;;;;;;;;;Дергач Е.А.;Дергач Е.А.;Думлер Н.П.;Лабушева Т.М.;Халтурин Е.А.;Халтурин Е.А.;Манушкина М.М.;Манушкина М.М.;Латынцев А.А.;Латынцев А.А.;Кошелева А.В.;Кошелева А.В.;Кошелева А.В.;Кошелева А.В.;Кошелева А.В.;Кошелева А.В.;;Ким Т.А.;Ким Т.А.;Ким Т.А.;Ким Т.А.;;;Макуха Л.В.;Макуха Л.В.;Гончаревич Н.А.;Гончаревич Н.А.;Вайнштейн Ю.В.;Вайнштейн Ю.В.;Пупков А.Н.;Пупков А.Н.;;;;
;;;;;;;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;лекция;лекция;лекция;лекция;лекция;лекция;;лекция;лекция;лекция;лекция;;;лаб. работа;лаб. работа;пр. занятие;пр. занятие;пр. занятие;пр. занятие;лекция;лекция;;;;
;;;;;;;;;ЭИОС;ЭИОС;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №15;Корпус №15;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;Корпус №14;Корпус №14;Корпус №14;Корпус №14;;;Корпус №17;Корпус №17;Корпус №15;Корпус №15;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;
;;;;;;;;;https://e.sfu-kras.ru/course/view.php?id=34055;https://e.sfu-kras.ru/course/view.php?id=34055;4-16;4-07;4-12;4-12;4-13;4-13;4-13;4-13;1-15;1-15;1-15;1-15;1-15;1-15;;34-08;34-08;34-08;34-08;;;3-01;3-01;3-09;3-09;5-15;5-15;3-21;3-21;;;;
;;;;;;;;;асинхронно;асинхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;синхронно;синхронно;синхронно;синхронно;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;
;;2;;;;;Технологии личностного роста и социальных взаимодействий;Технологии личностного роста и социальных взаимодействий;Прикладная физическая культура и спорт;Прикладная физическая культура и спорт;Иностранный язык;Иностранный язык;Теория алгоритмов;Теория алгоритмов;;;Клиент-серверное программирование;Клиент-серверное программирование;Математическая логика и теория алгоритмов;Математическая логика и теория алгоритмов;Математическая логика и теория алгоритмов;Математическая логика и теория алгоритмов;Математическая логика и теория алгоритмов;Математическая логика и теория алгоритмов;;Физика;Физика;;;;;Операционные системы;Операционные системы;Документоведение и документооборот;Документоведение и документооборот;Математическая логика и теория алгоритмов;Математическая логика и теория алгоритмов;Основы теории систем;Основы теории систем;;;;
