;;Группа:;КИ22-20Б;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
РАСПИСАНИЕ УЧЕБНЫХ ЗАНЯТИЙ;;;;;;;"ФГАОУ ВО ""Сибирский федеральный университет""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Осенний семестр;2023-2024;года;;УТВЕРЖДАЮ __________________________;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Институт:;;ИКИТ;;;;;Ректор                             М.В. Румянцев;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Грешилова Н.В.;Грешилова Н.В.;Пичковская С.Ю.;Пичковская С.Ю.;;;Голюков А.С.;Голюков А.С.;;;;;;;;;;;;;;;Сидоров А.Ю.;;;;;;;;;;;;;;;Сидоров А.Ю.;Сидоров А.Ю.;Сидоров А.Ю.;Сидоров А.Ю.
;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;пр. занятие;пр. занятие;;;;;;;;;;;;;;;лекция;;;;;;;;;;;;;;;лекция;лекция;лекция;лекция
;;;Корпус №80;Корпус №80;Корпус №17;Корпус №17;;;ЭИОС;ЭИОС;;;;;;;;;;;;;;;Корпус №17;;;;;;;;;;;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17
;;;3-06;3-06;4-23;4-23;;;https://e.sfu-kras.ru/course/view.php?id=36766;https://e.sfu-kras.ru/course/view.php?id=36766;;;;;;;;;;;;;;;1-15;;;;;;;;;;;;;;;1-15;1-15;1-15;1-15
;;;синхронно;синхронно;синхронно;синхронно;;;синхронно;синхронно;;;;;;;;;;;;;;;синхронно;;;;;;;;;;;;;;;синхронно;синхронно;синхронно;синхронно
Четверг;8.30 - 10.05;1;;;;;;;;;Информационные технологии;Информационные технологии;Клиент-серверное программирование;Клиент-серверное программирование;Иностранный язык;;;;;;;;;;;;;;;;;;;;;;Иностранный язык;;Электротехника и электроника;;;;
;;;;;;;;;;;Молокова Н.В.;Молокова Н.В.;Брежнев Р.В.;Брежнев Р.В.;Лабушева Т.М.;;;;;;;;;;;;;;;;;;;;;;Николаева Н.В.;;Егоров Д.Э.;;;;
;;;;;;;;;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;;;;;;;;;;;;;;;;;;пр. занятие;;лаб. работа;;;;
;;;;;;;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;;;;;;;;;;;;;;;;;;Корпус №17;;Корпус №17;;;;
;;;;;;;;;;;4-02;4-02;4-12;4-12;2-01;;;;;;;;;;;;;;;;;;;;;;4-21;;3-21;;;;
;;;;;;;;;;;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;;;;;;;;;;;;;;;;;;синхронно;;синхронно;;;;
;;2;;;;;;;;;Информационные технологии;Информационные технологии;Клиент-серверное программирование;Клиент-серверное программирование;Иностранный язык;Иностранный язык;;;;;Проектирование программного обеспечения;Проектирование программного обеспечения;;;;;;;;;;;;;;Иностранный язык;Иностранный язык;;Электротехника и электроника;;;;
;;;;;;;;;;;Молокова Н.В.;Молокова Н.В.;Брежнев Р.В.;Брежнев Р.В.;Лабушева Т.М.;Романовская А.А.;;;;;Кузнецов А.С.;Кузнецов А.С.;;;;;;;;;;;;;;Даниленко А.С.;Николаева Н.В.;;Егоров Д.Э.;;;;
;;;;;;;;;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;пр. занятие;пр. занятие;;;;;;;;;;;;;;пр. занятие;пр. занятие;;лаб. работа;;;;
;;;;;;;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;Корпус №17;Корпус №17;;;;;;;;;;;;;;Корпус №15;Корпус №17;;Корпус №17;;;;
;;;;;;;;;;;4-02;4-02;4-12;4-12;2-01;2-20;;;;;4-13;4-13;;;;;;;;;;;;;;5-21;4-21;;3-21;;;;
;;;;;;;;;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;синхронно;синхронно;;;;;;;;;;;;;;синхронно;синхронно;;синхронно;;;;
;10.15 - 11.50;1;;;;;;;;;Клиент-серверное программирование;Клиент-серверное программирование;Архитектура информационных систем;Архитектура информационных систем;Теория алгоритмов;Теория алгоритмов;;;Алгоритмы и структуры данных;Алгоритмы и структуры данных;Алгоритмы и структуры данных;Алгоритмы и структуры данных;Алгоритмы и структуры данных;Алгоритмы и структуры данных;Физика;;;;;;;;;;;Физика;Физика;Физика;Физика;Безопасность жизнедеятельности;Безопасность жизнедеятельности;Программирование;Программирование
;;;;;;;;;;;Брежнев Р.В.;Брежнев Р.В.;Зайцев А.С.;Зайцев А.С.;Халтурин Е.А.;Халтурин Е.А.;;;Воронов В.С.;Воронов В.С.;Воронов В.С.;Воронов В.С.;Воронов В.С.;Воронов В.С.;Ли О.А.;;;;;;;;;;;Ли О.А.;Ли О.А.;Ли О.А.;Ли О.А.;Ледяева О.Н.;Ледяева О.Н.;Чудакин И.А.;Чудакин И.А.
;;;;;;;;;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;лекция;лекция;лекция;лекция;лекция;лекция;лекция;;;;;;;;;;;лекция;лекция;лекция;лекция;пр. занятие;пр. занятие;пр. занятие;пр. занятие
;;;;;;;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;;;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №80;Корпус №80;Корпус №17;Корпус №17
;;;;;;;;;;;4-12;4-12;4-13;4-13;4-23;4-23;;;1-15;1-15;1-15;1-15;1-15;1-15;1-19;;;;;;;;;;;1-19;1-19;1-19;1-19;4-15;4-15;4-19;4-19
;;;;;;;;;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;;;;;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно
;;2;;;;;;;;;Клиент-серверное программирование;Клиент-серверное программирование;Архитектура информационных систем;Архитектура информационных систем;Теория алгоритмов;Теория алгоритмов;;;Проектирование программного обеспечения;Проектирование программного обеспечения;Проектирование программного обеспечения;Проектирование программного обеспечения;Проектирование программного обеспечения;Проектирование программного обеспечения;;;;;;;;;;;;Объектно-ориентированное программирование;Объектно-ориентированное программирование;Электротехника и электроника;Электротехника и электроника;Безопасность жизнедеятельности;Безопасность жизнедеятельности;Программирование;Программирование
;;;;;;;;;;;Брежнев Р.В.;Брежнев Р.В.;Зайцев А.С.;Зайцев А.С.;Халтурин Е.А.;Халтурин Е.А.;;;Кузнецов А.С.;Кузнецов А.С.;Кузнецов А.С.;Кузнецов А.С.;Кузнецов А.С.;Кузнецов А.С.;;;;;;;;;;;;Даничев А.А.;Даничев А.А.;Синяговский А.Ф.;Синяговский А.Ф.;Ледяева О.Н.;Ледяева О.Н.;Чудакин И.А.;Чудакин И.А.
;;;;;;;;;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;лекция;лекция;лекция;лекция;лекция;лекция;;;;;;;;;;;;лекция;лекция;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие
;;;;;;;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;;;;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №80;Корпус №80;Корпус №17;Корпус №17
;;;;;;;;;;;4-12;4-12;4-13;4-13;4-23;4-23;;;1-15;1-15;1-15;1-15;1-15;1-15;;;;;;;;;;;;1-19;1-19;3-21;3-21;4-15;4-15;4-19;4-19
;;;;;;;;;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;;;;;;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно
;12.00 - 13.35;1;;;;;Операционные системы;Операционные системы;;;;Теория вероятности и математическая статистика;Теория вероятности и математическая статистика;;Архитектура информационных систем;Архитектура информационных систем;Теория алгоритмов;Теория алгоритмов;Разработка и анализ требований;Разработка и анализ требований;Разработка и анализ требований;Разработка и анализ требований;Разработка и анализ требований;Разработка и анализ требований;Теоретическая механика;Математическая логика и теория алгоритмов;Математическая логика и теория алгоритмов;Информационные технологии;Информационные технологии;;;Физика;Физика;;;Теория и технология программирования;Теория и технология программирования;Технология разработки программного обеспечения;Технология разработки программного обеспечения;Программирование;Программирование;Безопасность жизнедеятельности;Безопасность жизнедеятельности
;;;;;;;Макуха Л.В.;Макуха Л.В.;;;;Космидис И.Ф.;Космидис И.Ф.;;Зайцев А.С.;Зайцев А.С.;Халтурин Е.А.;Халтурин Е.А.;Ковалев И.В.;Ковалев И.В.;Ковалев И.В.;Ковалев И.В.;Ковалев И.В.;Ковалев И.В.;Федорова Н.А.;Богульская Н.А.;Богульская Н.А.;Молокова Н.В.;Молокова Н.В.;;;Ли О.А.;Ли О.А.;;;Даничев А.А.;Даничев А.А.;Пупков А.Н.;Пупков А.Н.;Чудакин И.А.;Чудакин И.А.;Ледяева О.Н.;Ледяева О.Н.
;;;;;;;пр. занятие;пр. занятие;;;;пр. занятие;пр. занятие;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;лекция;лекция;лекция;лекция;лекция;лекция;лекция;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;пр. занятие;пр. занятие;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие
;;;;;;;Корпус №17;Корпус №17;;;;Корпус №17;Корпус №17;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №15;Корпус №15;Корпус №17;Корпус №17;;;Корпус №80;Корпус №80;;;Корпус №17;Корпус №17;Корпус №15;Корпус №15;Корпус №17;Корпус №17;Корпус №80;Корпус №80
;;;;;;;3-01;3-01;;;;5-15;5-15;;4-13;4-13;4-23;4-23;1-15;1-15;1-15;1-15;1-15;1-15;5-07;5-01;5-01;4-01;4-01;;;3-19;3-19;;;4-11;4-11;4-15;4-15;4-19;4-19;4-15;4-15
;;;;;;;синхронно;синхронно;;;;синхронно;синхронно;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;синхронно;синхронно;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно
;;2;;;;;Операционные системы;Операционные системы;;;;Теория вероятности и математическая статистика;Теория вероятности и математическая статистика;;Архитектура информационных систем;Архитектура информационных систем;Теория алгоритмов;Теория алгоритмов;Разработка и анализ требований;Разработка и анализ требований;Разработка и анализ требований;Разработка и анализ требований;Разработка и анализ требований;Разработка и анализ требований;;Математическая логика и теория алгоритмов;Математическая логика и теория алгоритмов;Информационные технологии;Информационные технологии;Физика;Физика;Физика;Физика;Физика;Физика;Теория и технология программирования;Теория и технология программирования;Технология разработки программного обеспечения;Технология разработки программного обеспечения;Программирование;Программирование;Безопасность жизнедеятельности;Безопасность жизнедеятельности
;;;;;;;Макуха Л.В.;Макуха Л.В.;;;;Космидис И.Ф.;Космидис И.Ф.;;Зайцев А.С.;Зайцев А.С.;Халтурин Е.А.;Халтурин Е.А.;Ковалев И.В.;Ковалев И.В.;Ковалев И.В.;Ковалев И.В.;Ковалев И.В.;Ковалев И.В.;;Богульская Н.А.;Богульская Н.А.;Молокова Н.В.;Молокова Н.В.;Ли О.А.;Ли О.А.;Ли О.А.;Ли О.А.;Ли О.А.;Ли О.А.;Даничев А.А.;Даничев А.А.;Пупков А.Н.;Пупков А.Н.;Чудакин И.А.;Чудакин И.А.;Ледяева О.Н.;Ледяева О.Н.
;;;;;;;пр. занятие;пр. занятие;;;;пр. занятие;пр. занятие;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;лекция;лекция;лекция;лекция;лекция;лекция;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие
;;;;;;;Корпус №17;Корпус №17;;;;Корпус №17;Корпус №17;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №15;Корпус №15;Корпус №17;Корпус №17;Корпус №80;Корпус №80
;;;;;;;3-01;3-01;;;;5-15;5-15;;4-13;4-13;4-23;4-23;1-15;1-15;1-15;1-15;1-15;1-15;;1-17;1-17;4-01;4-01;1-16;1-16;1-16;1-16;1-16;1-16;1-19;1-19;4-15;4-15;4-19;4-19;4-15;4-15
;;;;;;;синхронно;синхронно;;;;синхронно;синхронно;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно
;14.10 - 15.45;1;Основы проектирования программного обеспечения;Основы проектирования программного обеспечения;Основы проектирования программного обеспечения;Основы проектирования программного обеспечения;Основы проектирования программного обеспечения;Основы проектирования программного обеспечения;;;;;;;;;Архитектура информационных систем;Архитектура информационных систем;Теория вероятностей и математическая статистика;Теория вероятностей и математическая статистика;;;;;Теоретическая механика;Математическая логика и теория алгоритмов;Философия;Философия;Философия;Математическая логика и теория алгоритмов;Математическая логика и теория алгоритмов;Математическая логика и теория алгоритмов;Математическая логика и теория алгоритмов;Математическая логика и теория алгоритмов;Математическая логика и теория алгоритмов;Теория вероятностей;Теория вероятностей;;;Иностранный язык;Иностранный язык;Правоведение;Правоведение
;;;Васильев В.С.;Васильев В.С.;Васильев В.С.;Васильев В.С.;Васильев В.С.;Васильев В.С.;;;;;;;;;Зайцев А.С.;Зайцев А.С.;Есин Р.В.;Есин Р.В.;;;;;Федорова Н.А.;Богульская Н.А.;Елизова Л.А.;Елизова Л.А.;Елизова Л.А.;Богульская Н.А.;Богульская Н.А.;Богульская Н.А.;Богульская Н.А.;Богульская Н.А.;Богульская Н.А.;Федотова И.М.;Федотова И.М.;;;Личаргин Д.В.;Шарова А.В.;Рахинский Д.В.;Рахинский Д.В.
;;;лекция;лекция;лекция;лекция;лекция;лекция;;;;;;;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;пр. занятие;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;пр. занятие;пр. занятие;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие
;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;Корпус №17;Корпус №17;Корпус №15;Корпус №15;Корпус №15;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №15;Корпус №15;;;Корпус №17;Корпус №17;Корпус №15;Корпус №15
;;;1-19;1-19;1-19;1-19;1-19;1-19;;;;;;;;;4-13;4-13;4-01;4-01;;;;;5-07;1-15;4-18;4-18;4-18;1-15;1-15;1-15;1-15;1-15;1-15;3-11;3-11;;;2-03;5-10;4-01;4-01
;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;;;;;синхронно;синхронно;синхронно;синхронно;;;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;синхронно;синхронно;синхронно;синхронно
;;2;Основы конструирования средств вычислительной техники;Основы конструирования средств вычислительной техники;Основы конструирования средств вычислительной техники;Основы конструирования средств вычислительной техники;Основы конструирования средств вычислительной техники;Основы конструирования средств вычислительной техники;;;;;;;;;Архитектура информационных систем;Архитектура информационных систем;Теория вероятностей и математическая статистика;Теория вероятностей и математическая статистика;;;;;Математическая логика и теория алгоритмов;Математическая логика и теория алгоритмов;Математическая логика и теория алгоритмов;Математическая логика и теория алгоритмов;Математическая логика и теория алгоритмов;Документоведение и документооборот;Документоведение и документооборот;Документоведение и документооборот;Документоведение и документооборот;Документоведение и документооборот;Документоведение и документооборот;;;;;Иностранный язык;Иностранный язык;Правоведение;Правоведение
;;;Пичковская С.Ю.;Пичковская С.Ю.;Пичковская С.Ю.;Пичковская С.Ю.;Пичковская С.Ю.;Пичковская С.Ю.;;;;;;;;;Зайцев А.С.;Зайцев А.С.;Есин Р.В.;Есин Р.В.;;;;;Богульская Н.А.;Богульская Н.А.;Богульская Н.А.;Богульская Н.А.;Богульская Н.А.;Громыко А.И.;Громыко А.И.;Громыко А.И.;Громыко А.И.;Громыко А.И.;Громыко А.И.;;;;;Личаргин Д.В.;Шарова А.В.;Рахинский Д.В.;Рахинский Д.В.
;;;лекция;лекция;лекция;лекция;лекция;лекция;;;;;;;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;;;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие
;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №15;Корпус №15;Корпус №15;Корпус №15;Корпус №15;Корпус №15;;;;;Корпус №17;Корпус №17;Корпус №15;Корпус №15
;;;1-19;1-19;1-19;1-19;1-19;1-19;;;;;;;;;4-13;4-13;4-01;4-01;;;;;1-15;1-15;1-15;1-15;1-15;4-18;4-18;4-18;4-18;4-18;4-18;;;;;2-03;5-10;4-01;4-01
;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;;;;;синхронно;синхронно;синхронно;синхронно;;;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;синхронно;синхронно;синхронно;синхронно
;15.55 - 17.30;1;Прикладная теория цифровых автоматов;Прикладная теория цифровых автоматов;Прикладная теория цифровых автоматов;Прикладная теория цифровых автоматов;Прикладная теория цифровых автоматов;Прикладная теория цифровых автоматов;Иностранный язык;Иностранный язык;;;;;;;;;;;;;;;Математическая логика и теория алгоритмов;;Физика;Философия;Философия;Защита программ и данных;Защита программ и данных;Защита программ и данных;Защита программ и данных;Защита программ и данных;Защита программ и данных;;;;;Правоведение;Правоведение;;
;;;Постников А.И.;Постников А.И.;Постников А.И.;Постников А.И.;Постников А.И.;Постников А.И.;Ямских Т.Н.;Ямских Т.Н.;;;;;;;;;;;;;;;Богульская Н.А.;;Чижик Н.А.;Елизова Л.А.;Елизова Л.А.;Туговиков В.Б.;Туговиков В.Б.;Туговиков В.Б.;Туговиков В.Б.;Туговиков В.Б.;Туговиков В.Б.;;;;;Рахинский Д.В.;Рахинский Д.В.;;
;;;лекция;лекция;лекция;лекция;лекция;лекция;пр. занятие;пр. занятие;;;;;;;;;;;;;;;пр. занятие;;лаб. работа;пр. занятие;пр. занятие;лекция;лекция;лекция;лекция;лекция;лекция;;;;;пр. занятие;пр. занятие;;
;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;ЭИОС;ЭИОС;;;;;;;;;;;;;;;Корпус №17;;Корпус №80;Корпус №15;Корпус №15;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;Корпус №15;Корпус №15;;
;;;1-19;1-19;1-19;1-19;1-19;1-19;https://e.sfu-kras.ru/course/view.php?id=36482;https://e.sfu-kras.ru/course/view.php?id=36482;;;;;;;;;;;;;;;2-20;;3-08, 3-10;5-01;5-01;1-15;1-15;1-15;1-15;1-15;1-15;;;;;4-01;4-01;;
;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;асинхронно;асинхронно;;;;;;;;;;;;;;;синхронно;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;синхронно;синхронно;;
;;2;Прикладная теория цифровых автоматов;Прикладная теория цифровых автоматов;Прикладная теория цифровых автоматов;Прикладная теория цифровых автоматов;Прикладная теория цифровых автоматов;Прикладная теория цифровых автоматов;Иностранный язык;Иностранный язык;;;;;;;;;;;;;;;Математическая логика и теория алгоритмов;;;Философия;Философия;;;;;;;;;;;Правоведение;Правоведение;;
;;;Постников А.И.;Постников А.И.;Постников А.И.;Постников А.И.;Постников А.И.;Постников А.И.;Ямских Т.Н.;Ямских Т.Н.;;;;;;;;;;;;;;;Богульская Н.А.;;;Елизова Л.А.;Елизова Л.А.;;;;;;;;;;;Рахинский Д.В.;Рахинский Д.В.;;
;;;лекция;лекция;лекция;лекция;лекция;лекция;пр. занятие;пр. занятие;;;;;;;;;;;;;;;пр. занятие;;;пр. занятие;пр. занятие;;;;;;;;;;;пр. занятие;пр. занятие;;
;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;ЭИОС;ЭИОС;;;;;;;;;;;;;;;Корпус №17;;;Корпус №17;Корпус №17;;;;;;;;;;;Корпус №15;Корпус №15;;
;;;1-19;1-19;1-19;1-19;1-19;1-19;https://e.sfu-kras.ru/course/view.php?id=36482;https://e.sfu-kras.ru/course/view.php?id=36482;;;;;;;;;;;;;;;2-20;;;5-02;5-02;;;;;;;;;;;4-01;4-01;;
;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;;;;;;;;;;;синхронно;;;синхронно;синхронно;;;;;;;;;;;синхронно;синхронно;;
;17.40 - 19.15;1;Операционные системы;Операционные системы;Операционные системы;Операционные системы;Операционные системы;Операционные системы;Архитектура информационных систем;Архитектура информационных систем;;;;;;;;;;;;;;;;;;;Физика;;;;;;;;;;;;;;
;;;Сидоров А.Ю.;Сидоров А.Ю.;Сидоров А.Ю.;Сидоров А.Ю.;Сидоров А.Ю.;Сидоров А.Ю.;Зайцев А.С.;Зайцев А.С.;;;;;;;;;;;;;;;;;;;Чижик Н.А.;;;;;;;;;;;;;;
;;;лекция;лекция;лекция;лекция;лекция;лекция;пр. занятие;пр. занятие;;;;;;;;;;;;;;;;;;;лаб. работа;;;;;;;;;;;;;;
;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;ЭИОС;ЭИОС;;;;;;;;;;;;;;;;;;;Корпус №80;;;;;;;;;;;;;;
;;;1-19;1-19;1-19;1-19;1-19;1-19;;;;;;;;;;;;;;;;;;;;;3-08, 3-10;;;;;;;;;;;;;;
;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;;;;;;;;;;;;;;;;;синхронно;;;;;;;;;;;;;;
;;2;Операционные системы;Операционные системы;Операционные системы;Операционные системы;Операционные системы;Операционные системы;Архитектура информационных систем;Архитектура информационных систем;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Сидоров А.Ю.;Сидоров А.Ю.;Сидоров А.Ю.;Сидоров А.Ю.;Сидоров А.Ю.;Сидоров А.Ю.;Зайцев А.С.;Зайцев А.С.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;лекция;лекция;лекция;лекция;лекция;лекция;пр. занятие;пр. занятие;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;ЭИОС;ЭИОС;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;1-19;1-19;1-19;1-19;1-19;1-19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Пятница;8.30 - 10.05;1;Операционные системы;Операционные системы;Алгоритмы и структуры данных;Алгоритмы и структуры данных;Основы конструирования средств вычислительной техники;Основы конструирования средств вычислительной техники;;;;;Проектирование баз данных;Проектирование баз данных;Информационные технологии;Информационные технологии;Иностранный язык;Иностранный язык;;;;Иностранный язык;;;;Философия;Философия;;;;;;;;;;;;;;;;
;;;Макуха Л.В.;Макуха Л.В.;Шишкина И.С.;Шишкина И.С.;Пичковская С.Ю.;Пичковская С.Ю.;;;;;Халтурин Е.А.;Халтурин Е.А.;Молокова Н.В.;Молокова Н.В.;Думлер Н.П.;Романовская А.А.;;;;Николаева Н.В.;;;;Елизова Л.А.;Елизова Л.А.;;;;;;;;;;;;;;;;
;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;пр. занятие;;;;пр. занятие;пр. занятие;;;;;;;;;;;;;;;;
;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;Корпус №17;;;;Корпус №17;Корпус №17;;;;;;;;;;;;;;;;
;;;3-01;3-01;4-02;4-02;4-23;4-23;;;;; ;4-10;4-20;4-20;2-01;2-02;;;;2-03;;;;1-18;1-18;;;;;;;;;;;;;;;;
;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;синхронно;;;;синхронно;синхронно;;;;;;;;;;;;;;;;
;;2;Операционные системы;Операционные системы;Алгоритмы и структуры данных;Алгоритмы и структуры данных;Основы конструирования средств вычислительной техники;Основы конструирования средств вычислительной техники;;;;;Проектирование баз данных;Проектирование баз данных;Информационные технологии;Информационные технологии;Иностранный язык;Иностранный язык;;;;Иностранный язык;;;;;;;;;;;;;;;;;;;;;
;;;Макуха Л.В.;Макуха Л.В.;Шишкина И.С.;Шишкина И.С.;Пичковская С.Ю.;Пичковская С.Ю.;;;;;Халтурин Е.А.;Халтурин Е.А.;Молокова Н.В.;Молокова Н.В.;Думлер Н.П.;Романовская А.А.;;;;Николаева Н.В.;;;;;;;;;;;;;;;;;;;;;
;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;пр. занятие;;;;;;;;;;;;;;;;;;;;;
;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;Корпус №17;;;;;;;;;;;;;;;;;;;;;
;;;3-01;3-01;4-02;4-02;4-23;4-23;;;;;4-10;4-10;4-20;4-20;2-01;2-02;;;;2-03;;;;;;;;;;;;;;;;;;;;;
;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;синхронно;;;;;;;;;;;;;;;;;;;;;
